Product type,SKU,Price,Availability,Number of products sold,Revenue generated,Customer demographics,Stock levels,Lead times,Order quantities,Shipping times,Shipping carriers,Shipping costs,Supplier name,Location,Lead time,Production volumes,Manufacturing lead time,Manufacturing costs,Inspection results,Defect rates,Transportation modes,Routes,Costs,Date
bodycare,Lavender Lotion,40.037917345602224,61,740,28335.85621288663,Unknown,45,10,46,2,DHL,9.475697939000764,Supplier B,Bangalore,8,412,6,8.283338105792218,Fail,8.030155453693585,Road,Route G,18.054762042339124,02-02-24 15:46
bodycare,Lavender Lotion,1.699976014,48,741,1227.6272298859624,Female,55,28,29,9,Blue Dart,7.813400185251015,Supplier C,Bangalore,16,128,3,94.28656260404571,Fail,6.4455448807039915,Air,Route F,103.71625557196778,03-02-24 0:05
cosmetics,Eyeliner Pen,87.89696160433547,68,572,50239.36928859868,Unknown,45,18,83,1,UPS,3.154070701357972,Supplier E,Pune,15,333,14,2.6377398064445217,Pending,2.370820559620693,Rail,Route G,5.86940349582834,03-02-24 11:20
healthcare,Digestive Enzyme,42.63913931517371,54,405,16956.200969457124,Female,87,20,34,5,DHL,6.269438227175692,Supplier B,Ahmedabad,12,723,12,49.26992275229116,Fail,4.792251828500103,Air,Route G,55.66160582729714,04-02-24 1:36
healthcare,Vitamin D Capsules,50.04537920498912,81,996,50354.00661012318,Non-binary,44,29,67,4,FedEx,4.257066135461574,Supplier A,Delhi,23,549,22,16.284298750854067,Pending,2.7933605146202343,Road,Route D,20.520466339285385,05-02-24 3:50
haircare,Anti-Dandruff Shampoo,14.665356770966175,52,297,4166.529663039403,Non-binary,61,25,38,7,UPS,2.168114380344893,Supplier C,Mumbai,18,555,13,37.67811918508285,Pass,1.2908716728695446,Sea,Route F,39.89567360528984,05-02-24 14:43
haircare,Hair Repair Oil,27.011467633755043,100,8,217.39078711366423,Female,25,17,96,5,Blue Dart,4.744921951970344,Supplier C,Hyderabad,12,375,11,45.85376210056744,Fail,2.2132974884511203,Road,Route F,50.858540187072485,05-02-24 15:16
haircare,Argan Oil Shampoo,58.68098137175968,12,100,5963.726409045071,Unknown,76,36,32,6,DHL,5.172590068,Supplier D,Chennai,30,215,3,8.694689553057877,Pass,1.6714389669595084,Sea,Route G,13.657961128289529,05-02-24 19:48
cosmetics,Highlighter Stick,1.699976014,67,8,12.955979087718978,Female,75,33,54,7,Blue Dart,3.747777062263323,Supplier C,Kolkata,26,400,19,28.61380924715745,Pass,0.5886099820096504,Air,Route D,31.774757470240797,06-02-24 4:05
fragrance,Vanilla Essence,99.17132864,16,375,36619.23497987801,Non-binary,100,25,92,4,UPS,6.4224818714977046,Supplier C,Kolkata,19,541,12,53.912924800774746,Pending,2.9151120208068706,Road,Route H,59.972237353124335,06-02-24 12:29
grooming,Aftershave Lotion,49.631644911122265,47,439,21066.4167643451,Male,40,20,91,6,Blue Dart,1.013486566,Supplier C,Kolkata,14,552,13,52.39504812102464,Fail,3.6117094336106574,Air,Route G,52.45162093495623,06-02-24 18:24
cosmetics,Brow Pencil,6.7727610015360895,88,8,55.419422928208256,Female,48,29,18,3,FedEx,8.596908997611097,Supplier A,Chennai,25,651,23,77.74923155197993,Pass,0.922013770719369,Road,Route C,87.05572704299675,06-02-24 18:43
healthcare,Immune Booster,32.82990983715948,50,8,264.57685953139054,Male,67,34,66,7,UPS,9.203017065095944,Supplier A,Chennai,26,735,18,97.41080600517962,Pass,0.6790066781356245,Air,Route G,104.61062742202212,06-02-24 19:28
haircare,Anti-Dandruff Shampoo,24.97205124200588,11,442,10724.055780767909,Female,16,22,19,3,UPS,1.013486566,Supplier A,Mumbai,17,503,14,63.86862340067859,Pending,2.8259433815879005,Road,Route E,64.58478784531597,07-02-24 0:31
skincare,Face Cleanser,64.57832277811369,100,719,48081.06165237288,Unknown,43,18,62,8,DHL,6.975297794286112,Supplier E,Mumbai,8,284,5,93.31862924729478,Pending,2.8078350982578524,Sea,Route I,101.46918419904272,07-02-24 9:13
cosmetics,Brow Pencil,88.67605103,30,29,2486.923444369197,Female,0,30,91,10,FedEx,3.5769342325086213,Supplier E,Chennai,18,746,17,21.591793727668808,Pending,3.3625101679684555,Air,Route B,25.06688425902788,07-02-24 21:00
haircare,Hair Growth Serum,31.57070985745992,56,646,20025.54236157485,Unknown,64,33,49,4,Blue Dart,3.402534306886224,Supplier C,Pune,27,639,24,81.56008213877789,Pending,3.7770830505129602,Air,Route C,84.45260325429132,08-02-24 0:02
bodycare,Foot Balm,67.34567634738566,49,234,16415.88047807834,Female,44,31,37,8,UPS,4.661680678603462,Supplier A,Mumbai,24,959,23,25.79283757975164,Pass,1.6160382485912412,Rail,Route E,30.42411395097568,08-02-24 10:45
cosmetics,Compact Powder,67.80458661465129,67,8,542.4347977956679,Non-binary,35,31,85,6,UPS,5.985017811277484,Supplier C,Kolkata,23,746,9,37.43336298053754,Pending,3.5873204517816832,Rail,Route D,43.32655152980341,08-02-24 13:44
haircare,Dry Shampoo,14.57256121781645,45,443,6208.518329742472,Female,85,33,64,10,Delhivery,3.675142408592394,Supplier D,Chennai,24,642,19,51.93033850633217,Pass,1.856918508544364,Sea,Route A,55.62734368113437,08-02-24 15:10
cosmetics,Highlighter Stick,32.057818923812306,32,85,2606.182889646205,Non-binary,56,17,65,4,UPS,9.599302165214958,Supplier B,Hyderabad,13,671,1,29.061608377194588,Fail,2.3937896055552113,Rail,Route H,39.21648128986995,08-02-24 16:38
babycare,Baby Wipes,81.59856429,38,851,67610.50284863803,Unknown,49,20,58,2,FedEx,5.963761474993782,Supplier B,Ahmedabad,16,545,10,24.1262789890758,Pending,2.079442211656248,Road,Route B,30.020507260140427,08-02-24 23:29
babycare,Tear-Free Shampoo,54.65636722853983,49,657,34622.56518733051,Female,26,17,22,4,FedEx,4.146661929,Supplier A,Bangalore,13,505,10,30.797371506166915,Fail,2.1637483567060856,Air,Route I,34.70680409861006,09-02-24 8:54
nailcare,Nail Buffer,9.2088296826522,36,520,4823.655311624287,Male,15,42,54,10,DHL,7.016360286494031,Supplier C,Hyderabad,30,985,6,79.26493676587977,Pending,3.693234669412779,Rail,Route A,85.64601447282088,09-02-24 22:36
wellness,Protein Shake,1.699976014,1,601,1011.8492188469752,Male,17,33,37,6,Blue Dart,5.498013138167422,Supplier C,Hyderabad,26,472,23,38.55158882352041,Pending,3.229381066978847,Rail,Route J,44.10865397519024,10-02-24 19:03
cosmetics,Compact Powder,27.55366197724879,34,377,9905.061632074376,Unknown,0,30,64,7,FedEx,4.613848880190755,Supplier A,Bangalore,23,557,5,1.08506857,Fail,6.8415142469724834,Road,Route H,5.789239342106347,10-02-24 20:27
bodycare,After Shower Oil,61.11851028774825,40,720,42515.665253139145,Unknown,57,24,54,6,DHL,5.0360253336005485,Supplier C,Hyderabad,16,676,14,1.08506857,Fail,3.019478886253533,Rail,Route H,6.175351897211335,11-02-24 4:26
healthcare,Herbal Tea,65.99287016897564,1,335,21991.613455080416,Unknown,54,34,61,7,UPS,6.304696804171911,Supplier A,Mumbai,25,359,24,37.33807759338272,Fail,3.88613142182595,Road,Route D,44.42382033083025,11-02-24 4:55
bodycare,Shea Butter Lotion,60.40867174272279,80,996,60252.29329334041,Male,76,31,51,6,Delhivery,7.503886501039009,Supplier D,Chennai,25,104,11,41.97065684388605,Fail,8.54161581646673,Rail,Route D,49.54520130595743,11-02-24 6:39
grooming,Aftershave Lotion,62.58764204886965,59,875,52257.45401631459,Unknown,76,30,51,9,UPS,8.128004154673027,Supplier E,Mumbai,21,299,1,53.34995173546181,Pass,0.8289675930958873,Road,Route C,61.39862426273046,11-02-24 7:58
fragrance,Woody Eau de Parfum,82.69264574398724,34,483,38783.752127598265,Non-binary,1,42,46,10,FedEx,5.649846308162943,Supplier C,Pune,30,486,14,2.609649338491444,Fail,3.546939725358641,Rail,Route D,8.360097699420312,11-02-24 9:48
babycare,Diaper Cream,53.17422244107387,45,321,16225.399970008277,Male,74,42,69,7,Blue Dart,7.591709875576482,Supplier D,Chennai,32,152,30,12.843465140540424,Fail,3.8471917736826495,Rail,Route I,20.0992475905312,11-02-24 19:37
fragrance,Fresh Cologne,29.827525216501137,6,125,3545.8990202313344,Male,15,36,51,4,Delhivery,5.292468747354927,Supplier E,Ahmedabad,30,493,14,26.265563200472226,Pending,2.297283373344418,Rail,Route C,31.613980561139027,11-02-24 20:07
healthcare,Antiseptic Cream,99.17132864,36,661,63062.21824669022,Male,36,25,80,8,Blue Dart,6.962382760217826,Supplier B,Chennai,16,104,3,21.623976236299058,Pending,2.3626771496170598,Air,Route J,28.404437140113934,12-02-24 1:20
grooming,Aftershave Lotion,73.64092231452952,50,317,22426.16914304257,Male,0,28,42,5,DHL,6.015749739727101,Supplier A,Ahmedabad,21,104,20,22.24164875977576,Pending,2.2770111333347227,Road,Route F,28.123526325793367,12-02-24 3:31
skincare,Face Cleanser,42.16787379878714,69,241,10261.651523961737,Non-binary,43,14,19,5,Blue Dart,5.205274942454697,Supplier D,Ahmedabad,8,936,5,1.08506857,Pending,2.1119884496811236,Road,Route F,6.351717769474746,12-02-24 3:51
nailcare,French Manicure Kit,95.55540159,89,505,47219.98476854881,Male,44,17,57,4,Blue Dart,4.481497331211433,Supplier B,Pune,13,398,3,85.30033007831437,Fail,2.3135210349641153,Road,Route J,91.4951191940009,12-02-24 19:12
cosmetics,Lip Gloss,17.900664698674767,61,791,13786.551532234089,Unknown,76,33,60,7,Delhivery,1.958861715673068,Supplier A,Delhi,23,983,13,32.39239455076429,Fail,5.172289993089041,Road,Route D,33.87253711895793,12-02-24 20:35
grooming,Aftershave Lotion,51.18364712515472,48,439,22116.416623006968,Non-binary,64,30,4,10,Blue Dart,8.563471367537854,Supplier E,Kolkata,21,419,18,52.32652421073718,Pass,1.38989419787616,Sea,Route F,59.86534645172982,13-02-24 2:26
wellness,Relaxation Balm,49.58178350923932,10,847,42955.901777218256,Male,13,44,1,9,FedEx,6.576626462003466,Supplier C,Delhi,33,746,30,39.63252879130617,Pending,3.995597525573367,Sea,Route H,46.57295043167077,13-02-24 2:43
bodycare,Body Scrub,91.17364592,35,476,45433.89690629181,Male,16,19,36,1,FedEx,5.866810579871481,Supplier A,Chennai,17,449,5,98.1667455025908,Pass,1.7365099115089109,Sea,Route A,103.66707757732914,13-02-24 5:35
cosmetics,Matte Lipstick,84.93124242570052,75,373,32602.84597506277,Female,16,19,36,3,Delhivery,7.303636465759796,Supplier C,Hyderabad,14,565,1,41.61178636406712,Pending,2.6730397793387577,Sea,Route D,48.68420533512607,13-02-24 8:38
grooming,Face Wash for Men,70.50028449,28,367,26155.969810944945,Non-binary,6,23,23,1,FedEx,5.801828758738473,Supplier D,Ahmedabad,21,486,10,1.08506857,Pending,3.936581536217197,Rail,Route J,6.9204165467711,13-02-24 20:20
bodycare,Lavender Lotion,57.79142548633124,42,347,20175.679290254026,Male,30,29,81,5,Delhivery,2.8335227934748137,Supplier D,Chennai,24,188,9,32.31882570430987,Fail,2.183970337309133,Sea,Route G,34.972612679030625,14-02-24 3:01
cosmetics,Brow Pencil,62.300900484631335,1,508,32170.970279553392,Female,31,24,71,3,Delhivery,4.028603009476356,Supplier A,Bangalore,21,514,21,27.76493921262995,Fail,8.341450365922476,Rail,Route H,32.10368339936916,14-02-24 3:55
bodycare,Charcoal Body Wash,35.05875545260439,57,356,12072.25664778457,Female,64,31,90,8,UPS,1.013486566,Supplier C,Ahmedabad,22,661,20,15.129412716718754,Pending,3.8842458062893304,Road,Route H,16.417304216980458,14-02-24 16:34
bodycare,Shea Butter Lotion,60.29490093482732,41,304,18049.120086183157,Male,42,26,40,6,Blue Dart,6.1358622590998415,Supplier A,Chennai,18,925,14,51.96771204723438,Pending,2.0830159714371996,Air,Route J,58.63600047480544,14-02-24 18:23
healthcare,Zinc Tablets,1.699976014,67,802,1427.147791390961,Male,91,30,45,10,UPS,5.311216178602629,Supplier E,Chennai,20,633,18,98.89774446,Fail,7.465385936815704,Road,Route I,104.58781606737745,14-02-24 19:50
fragrance,Vanilla Essence,24.90883376885786,82,428,10937.738220126008,Female,78,37,23,10,FedEx,5.091482142020685,Supplier A,Pune,27,927,25,74.81766922017175,Fail,1.031715294086013,Air,Route C,79.37727341194764,15-02-24 14:27
healthcare,Zinc Tablets,43.31233048926559,23,8,357.8983595737755,Male,17,24,68,7,DHL,4.2822994545036766,Supplier A,Bangalore,16,876,10,46.771292174129485,Pass,0.5330842803061494,Sea,Route F,50.055781744272906,16-02-24 13:37
skincare,Hyaluronic Acid Serum,53.09322373344903,14,248,12519.168647316928,Male,15,22,46,7,FedEx,5.331504263124686,Supplier D,Bangalore,16,104,5,35.91918806043724,Pass,0.8155710371591066,Road,Route G,41.09175071881843,16-02-24 17:28
healthcare,Zinc Tablets,57.37792528130938,70,8,473.9967183256852,Female,45,24,96,3,Delhivery,7.144852454127923,Supplier C,Chennai,20,569,19,71.80369295926742,Pass,1.8154721781090215,Air,Route I,78.94608713765317,17-02-24 1:52
haircare,Leave-In Conditioner,14.225081579605131,26,8,118.13079027789088,Unknown,76,32,62,10,UPS,4.137661164124805,Supplier E,Mumbai,22,260,9,8.866252827844043,Fail,6.5798131605319625,Sea,Route G,12.830232921762542,17-02-24 4:47
grooming,Hair Wax,26.989940065515466,57,201,5581.6680063697,Unknown,100,22,31,5,FedEx,4.599604645357575,Supplier E,Kolkata,16,443,14,36.78468384,Pending,3.9276801372476635,Rail,Route F,41.045119576172894,17-02-24 5:05
bodycare,Foot Balm,1.699976014,65,627,1061.1303973986771,Female,45,35,47,9,DHL,2.5958234233618835,Supplier C,Delhi,22,600,20,39.00764804419882,Fail,5.135048268108657,Rail,Route G,41.01014971112962,17-02-24 7:15
haircare,Volumizing Spray,4.533208133139887,28,560,2585.261054233875,Female,21,32,11,2,DHL,8.329426504,Supplier E,Ahmedabad,29,985,28,32.72437671,Pending,3.6728658296388206,Rail,Route J,41.37106230736681,17-02-24 16:21
bodycare,Body Scrub,72.36939450861607,11,423,31715.449033142253,Non-binary,70,26,26,8,UPS,7.125283283887175,Supplier A,Chennai,19,457,9,22.564611647542748,Pass,0.8179991397980384,Road,Route A,29.67595329650857,17-02-24 18:06
haircare,Anti-Dandruff Shampoo,24.65792400686077,40,822,19879.53774339884,Non-binary,81,33,43,3,DHL,5.176186764104344,Supplier D,Kolkata,30,458,8,66.41275705906595,Fail,7.775371578028215,Rail,Route B,72.6730449185496,17-02-24 18:44
healthcare,Vitamin D Capsules,74.00326564569951,93,523,37856.16008903381,Non-binary,64,33,94,4,DHL,3.0088353647605723,Supplier D,Hyderabad,28,426,25,74.53444341501466,Pending,3.117814731070337,Rail,Route H,78.3716347835975,18-02-24 2:42
wellness,Essential Oil Set,27.59200277298769,11,918,26295.95801870007,Female,100,25,78,7,Blue Dart,6.361675059160314,Supplier E,Ahmedabad,18,513,16,68.80025858328794,Pass,0.7948819473772752,Road,Route J,73.66819543937793,18-02-24 5:52
bodycare,Charcoal Body Wash,99.17132864,1,528,53567.02552188739,Unknown,61,25,51,1,UPS,4.631592344293487,Supplier B,Bangalore,25,389,9,1.08506857,Pass,1.85191948242351,Sea,Route F,5.63451340642193,18-02-24 17:41
fragrance,Vanilla Essence,45.41193619028496,100,619,27702.357828597247,Unknown,62,32,68,3,UPS,6.655097686669466,Supplier A,Pune,29,985,27,25.888407929538303,Fail,6.594336132332842,Air,Route E,32.06594967509244,18-02-24 18:29
wellness,Herbal Supplement,24.78441578938893,71,61,1513.17384102153,Female,16,26,37,7,Blue Dart,7.162570054957418,Supplier D,Mumbai,17,317,9,93.48918343735724,Pending,3.5889203648649763,Sea,Route F,102.17299426905362,18-02-24 20:08
fragrance,Oud Intense,57.745705889000085,47,172,9955.239448386905,Male,48,32,65,1,Delhivery,5.037750488158981,Supplier E,Mumbai,30,104,19,59.58430935225522,Pass,1.9962365403263838,Air,Route C,64.94700977777025,19-02-24 2:12
skincare,Sunscreen SPF 50,68.20876687269104,66,210,14559.928020653491,Male,15,23,34,2,UPS,3.708383088868728,Supplier A,Mumbai,20,349,11,22.77564342742883,Pass,0.7572022842058058,Road,Route A,26.801277971423016,19-02-24 14:17
grooming,Shaving Cream,21.769294125523736,7,8,172.32329496761423,Female,38,24,60,8,Delhivery,4.393385312157525,Supplier A,Bangalore,16,693,15,8.434727408,Pass,1.1571013736256583,Rail,Route C,12.756340744774908,19-02-24 17:35
fragrance,Oud Intense,74.73677119760296,60,996,77748.02265985115,Female,43,29,51,4,Blue Dart,1.013486566,Supplier D,Chennai,26,927,11,2.334608149756712,Pass,1.2665059767722395,Rail,Route D,3.3153554368867053,19-02-24 21:45
nailcare,Cuticle Oil,52.68810714443536,58,513,27408.787113865765,Non-binary,18,34,58,8,UPS,5.748668688159219,Supplier A,Mumbai,27,549,25,68.60406632531596,Pass,0.6924211638395565,Sea,Route F,75.49944898924338,20-02-24 3:22
bodycare,Charcoal Body Wash,80.11240207471059,71,361,27844.34362399996,Female,25,19,59,3,DHL,4.095440272412184,Supplier B,Ahmedabad,16,265,15,43.25299245537886,Pass,1.2040208785262565,Rail,Route A,46.66907158673272,20-02-24 10:37
fragrance,Vanilla Essence,35.96774673478529,1,641,23704.71218334593,Unknown,83,34,29,2,Delhivery,4.405762680789531,Supplier E,Hyderabad,31,985,30,69.17025531812352,Pending,2.4788728826422437,Sea,Route G,73.38701014372431,20-02-24 14:23
cosmetics,Eyeshadow Palette,1.699976014,53,506,860.9955662357734,Female,0,34,68,7,Blue Dart,7.885987007991977,Supplier C,Delhi,24,674,22,15.292147701212308,Fail,3.8764102569674566,Air,Route B,22.96870181838161,20-02-24 18:17
grooming,Shaving Cream,57.66358425472008,16,374,20965.19109026948,Female,55,16,32,4,Delhivery,3.721263651823812,Supplier A,Bangalore,12,733,4,29.56548219280393,Pass,0.5600999998772819,Air,Route D,33.838179653594594,21-02-24 4:35
cosmetics,Brow Pencil,81.55228661847278,41,397,31596.1668385401,Female,0,18,57,3,DHL,2.3377869543469343,Supplier A,Pune,11,276,10,98.07424018238942,Fail,5.170178600918451,Sea,Route H,99.27487615058789,22-02-24 1:15
nailcare,Quick Dry Spray,57.64515189608726,37,294,16773.176286902115,Unknown,38,14,1,9,Blue Dart,1.3655528633333525,Supplier D,Kolkata,6,466,1,28.93682760175912,Pass,1.8209546922797148,Road,Route G,30.7043958731357,22-02-24 14:32
bodycare,Shea Butter Lotion,50.29975370700124,39,308,15419.49485976084,Male,18,38,59,7,DHL,6.374248385713246,Supplier C,Ahmedabad,30,633,1,99.4661086,Pending,2.3691710267653674,Rail,Route D,106.52733565642168,22-02-24 16:23
healthcare,Calcium Supplement,60.37695655251957,74,315,18831.5530683602,Male,95,33,59,7,UPS,6.035644125657892,Supplier B,Hyderabad,21,824,9,13.729245910378085,Fail,6.483000625833398,Rail,Route C,19.62949187498241,22-02-24 16:38
babycare,Baby Soap,55.477427929783744,1,149,8671.87520444451,Non-binary,64,28,17,8,Blue Dart,6.024043598739143,Supplier D,Kolkata,19,641,6,70.00822541396433,Pending,3.594958775533319,Sea,Route A,74.54734530388323,22-02-24 17:20
healthcare,Zinc Tablets,99.17132864,53,823,83444.77012907817,Non-binary,86,20,30,1,DHL,3.880706588779387,Supplier A,Hyderabad,17,353,15,67.90811700587194,Pending,2.1545210111600257,Air,Route F,70.36149076567138,23-02-24 14:47
skincare,Brightening Toner,42.365603559200615,32,358,15191.700436351251,Non-binary,84,22,28,1,FedEx,7.852418733241738,Supplier B,Chennai,20,595,17,1.08506857,Pending,2.3116588926275337,Sea,Route D,8.936789324540486,23-02-24 16:54
nailcare,French Manicure Kit,1.699976014,68,383,668.5535917523378,Non-binary,85,30,8,2,Blue Dart,7.669924448300319,Supplier E,Mumbai,27,104,26,48.68498862293525,Pending,3.9176710499293357,Road,Route J,55.48632315767772,23-02-24 16:58
babycare,Infant Oil,53.94863131214113,33,485,26739.599614965053,Female,88,31,60,6,DHL,3.230715451,Supplier E,Pune,23,763,22,70.54738957261974,Pending,2.6432263657952353,Sea,Route H,74.95340317232919,24-02-24 0:00
cosmetics,Setting Spray,7.48804405,47,39,290.32462325614387,Female,50,31,77,8,Blue Dart,4.216147178185761,Supplier C,Chennai,23,605,21,54.04869841214989,Pass,1.0491859948146656,Air,Route D,58.283194491489134,24-02-24 6:35
bodycare,Body Scrub,24.61961286987678,1,527,12695.71033347563,Unknown,61,13,72,2,DHL,2.892042646046301,Supplier A,Ahmedabad,9,479,8,16.270710022184254,Pending,3.4750904763921584,Air,Route H,18.98572883085453,24-02-24 17:05
bodycare,Body Wash,13.550285400341515,61,53,688.6060103207293,Female,15,29,41,2,FedEx,3.562531181019084,Supplier B,Hyderabad,27,347,8,46.22466053295216,Pass,1.961195178226266,Sea,Route F,49.16815142055162,24-02-24 20:46
fragrance,Citrus Body Spray,99.17132864,33,394,40652.46349683967,Female,83,30,36,7,UPS,5.1052646931682455,Supplier C,Kolkata,21,670,20,4.389913676665046,Pending,2.0546818580826036,Sea,Route C,9.512328630687264,25-02-24 6:32
grooming,Beard Shampoo,42.67412874419158,24,709,30431.0543468768,Female,0,29,74,10,Delhivery,9.358427999214245,Supplier D,Kolkata,20,133,16,34.38874285684169,Pass,1.638579768242988,Rail,Route G,43.34694623839534,25-02-24 15:28
cosmetics,Compact Powder,34.94793365235094,67,345,12504.14006983514,Non-binary,25,40,50,8,DHL,9.561498915555855,Supplier C,Bangalore,30,354,2,1.08506857,Pending,3.2878363470445207,Rail,Route C,10.604872730353536,25-02-24 15:44
nailcare,Cuticle Oil,62.09613798692087,75,735,47544.60814050234,Non-binary,39,14,11,2,FedEx,3.529860114481961,Supplier E,Delhi,13,454,8,79.86268317876974,Pass,0.542788344546576,Sea,Route A,83.45068207307735,25-02-24 17:18
nailcare,Nail Hardener,59.43397315684877,40,99,5665.470878057584,Male,93,27,54,6,FedEx,8.250822778623958,Supplier E,Pune,21,186,19,99.4661086,Pass,0.781809770341799,Air,Route B,108.24705138343444,26-02-24 4:29
grooming,Beard Shampoo,32.226714718757464,63,663,20957.29924829485,Female,87,21,29,7,UPS,3.067630588506603,Supplier C,Kolkata,14,660,11,21.876642857165987,Fail,3.1029524945506357,Rail,Route D,24.90337937158045,26-02-24 8:51
cosmetics,Brow Pencil,25.83765516289625,27,211,5410.137437745422,Unknown,22,37,52,7,Blue Dart,2.5584417983671,Supplier C,Ahmedabad,29,537,1,64.22328702721423,Pending,3.1710302362176486,Air,Route F,67.06894947116719,26-02-24 11:53
cosmetics,Compact Powder,57.98588354376847,33,478,27191.041042861176,Unknown,2,32,43,6,Blue Dart,6.530304519076345,Supplier E,Bangalore,25,325,22,6.4051711660977375,Pass,1.9207695497043604,Rail,Route A,13.101245998512798,26-02-24 13:51
bodycare,Foot Balm,42.21321746156218,74,653,28103.94795790523,Male,47,41,35,10,DHL,9.521319700203684,Supplier D,Delhi,30,295,22,66.50452045796148,Pending,2.7318671616664725,Road,Route I,77.03630885849869,26-02-24 17:28
haircare,Anti-Dandruff Shampoo,32.94568954766213,60,8,254.80650088808704,Female,49,25,21,5,FedEx,1.013486566,Supplier D,Mumbai,18,836,17,37.42067461,Pending,2.581019352077247,Road,Route D,37.69182281601182,27-02-24 1:07
grooming,Deodorant Spray,43.84879122476909,65,389,16340.96586815993,Non-binary,57,25,1,5,UPS,5.110716470349774,Supplier E,Delhi,20,773,19,16.34093169738841,Fail,7.175393528575784,Rail,Route C,21.12928309596701,27-02-24 5:04
grooming,Body Mist for Men,76.13318330120474,50,654,48929.15806539495,Female,61,23,67,4,UPS,3.290902047482085,Supplier A,Ahmedabad,17,274,14,45.16442158502204,Pending,2.4731899584443875,Air,Route B,49.22782500265468,27-02-24 5:14
haircare,Keratin Conditioner,21.466686383890515,11,528,11355.888590156095,Non-binary,0,31,57,8,Delhivery,5.827856090645467,Supplier B,Pune,23,490,20,9.191007523245524,Fail,9.266000272018513,Sea,Route C,15.025021954332406,27-02-24 5:29
healthcare,Herbal Tea,51.81201373026909,17,190,9962.313067089026,Non-binary,63,19,41,3,Delhivery,7.004177645769598,Supplier E,Ahmedabad,16,617,13,19.528395378457937,Fail,2.4390685074321654,Rail,Route J,26.06983800969566,27-02-24 9:43
healthcare,Multivitamin Tablets,1.699976014,76,525,890.3456401212923,Unknown,100,26,13,7,Blue Dart,5.465841153105345,Supplier D,Kolkata,20,985,19,48.69142887063268,Pass,1.3261482307057029,Rail,Route D,54.84994698914509,27-02-24 22:08
babycare,Gentle Moisturizer,42.44382725963944,46,490,21393.64267023661,Unknown,21,24,24,1,FedEx,6.8056596433613565,Supplier E,Bangalore,23,577,20,59.49713391438949,Fail,8.87968434404702,Air,Route C,65.72916226507803,28-02-24 7:47
nailcare,Cuticle Oil,35.209519255508944,72,255,8820.789166243252,Female,68,28,65,7,Blue Dart,5.3123128120744125,Supplier A,Mumbai,19,819,17,31.75220394624732,Pending,2.0667770090179376,Road,Route G,37.24532179786808,28-02-24 13:39
skincare,Eye Cream,19.85791610829965,58,388,7993.715449277588,Female,76,36,72,2,FedEx,4.856817175704943,Supplier C,Ahmedabad,31,469,29,8.294376602573543,Fail,4.398478025132289,Rail,Route E,12.930798118694266,28-02-24 23:40
haircare,Anti-Dandruff Shampoo,70.48163634925268,51,996,69239.00243238271,Male,58,35,54,6,UPS,6.1153988589997725,Supplier C,Kolkata,30,937,13,31.554330582875217,Pass,1.3910223352122324,Rail,Route G,38.02028497815967,29-02-24 0:29
fragrance,Fresh Cologne,1.699976014,79,957,1665.2582859194026,Unknown,56,31,23,7,Delhivery,5.369303798263243,Supplier E,Hyderabad,24,428,22,86.34810707153477,Fail,1.6245248133276617,Sea,Route H,92.24964780404252,29-02-24 0:52
healthcare,Vitamin D Capsules,72.36973876289704,73,460,33309.44846424195,Non-binary,18,24,37,10,Delhivery,4.620148572,Supplier C,Mumbai,14,513,5,99.4661086,Pass,1.7416801192240752,Rail,Route D,104.9343366020296,29-02-24 14:18
skincare,Face Scrub,60.014120298713735,50,570,35862.99931198717,Female,14,25,16,4,DHL,9.929816245,Supplier E,Chennai,21,853,7,98.75517067569275,Fail,3.1517140165038486,Air,Route A,109.9679943171796,29-02-24 15:25
babycare,Baby Soap,44.81552164,68,73,3428.0760779577417,Female,62,30,36,6,Delhivery,6.002615657832349,Supplier D,Mumbai,25,985,15,1.08506857,Pass,1.4892864158188437,Air,Route H,7.208909142303068,29-02-24 17:19
haircare,Argan Oil Shampoo,36.07029689345114,74,527,18839.85600157437,Non-binary,93,31,54,3,DHL,6.288551648,Supplier A,Chennai,27,565,24,48.48440905069732,Pass,1.0839979189331546,Rail,Route D,54.6367418246927,29-02-24 21:25
fragrance,Amber Mist,58.27294404869929,36,339,20403.438064269267,Non-binary,27,28,8,6,Blue Dart,2.9397891332857764,Supplier D,Ahmedabad,22,385,20,79.88023711116657,Pass,1.4622847316326888,Road,Route F,84.44293345234506,29-02-24 23:00
cosmetics,Brow Pencil,85.57045655,45,357,30042.038376489672,Male,98,29,91,10,UPS,7.654784758385698,Supplier E,Delhi,16,823,9,45.23468418481024,Fail,5.139559014546658,Rail,Route H,51.90387976550666,01-03-24 1:44
bodycare,Hand Cream,48.11359410586442,37,832,41327.867380562566,Unknown,53,29,53,8,FedEx,4.879878345501915,Supplier E,Ahmedabad,21,504,8,7.822044212323419,Pass,1.142552712910086,Air,Route C,12.670916228150318,01-03-24 5:06
nailcare,French Manicure Kit,11.599956028249458,1,245,2873.506034482255,Non-binary,18,23,72,6,Blue Dart,5.541983016190542,Supplier A,Mumbai,17,528,14,99.4661086,Fail,8.924526884628444,Sea,Route I,106.82141374141176,01-03-24 7:47
